district,mae,smape,r2
Neemuch,0.030576868,13.04391324520111,-0.22158831956013647
Kandhamal,0.030397562,12.773850560188293,-0.18495118376605846
Idukki,0.030299412,11.956505477428436,-0.9776593287727042
Shajapur,0.030147085,13.413286209106445,0.1964129902300059
Panchkula,0.029776258,12.0065838098526,-0.6697713938683079
Mandsaur,0.029745229,12.972243130207062,0.07507533723329818
Sirmaur,0.029140446,11.646997183561325,-0.7567137453460429
East Siang,0.029024513,11.233914643526077,-0.8339533871008558
Yadgir,0.028949015,13.514439761638641,0.2897706830657407
Nuapada,0.02859844,11.424638330936432,-0.5664375883556874
Bijapur,0.028419586,12.88391649723053,0.26539540967829955
Dhalai,0.02828012,10.917381942272186,-0.8539429362458779
Tarn Taran,0.027958363,11.133064329624176,-0.4511687555079036
Kaimur (Bhabua),0.02770898,12.11896762251854,0.3191328835059233
Fatehgarh Sahib,0.02753207,10.885114967823029,-0.7145879588384385
Ri Bhoi,0.027381893,9.252088516950607,-177.3887157150297
Dadra & Nagar Haveli,0.026854543,10.092714428901672,-3.558136365936818
Nalbari,0.026785882,10.976561158895493,-0.5141193486131894
Gadag,0.026488792,10.559802502393723,-0.3688759646222892
Chikmagalur,0.026276158,10.051842778921127,-1.406239591274343
Shahid Bhagat Singh Nagar,0.026259799,10.071496665477753,-1.0998437123815927
Dimapur,0.026254533,10.753173381090164,-0.4198364597171427
Sivasagar,0.02619168,9.79825183749199,-1.3179552517274415
Udalguri,0.026009683,9.803158789873123,-1.3302632202394449
Rupnagar,0.02569784,10.154568403959274,-0.7933580483279301
Munger,0.02545066,11.334990710020065,-0.139541053148158
Chatra,0.02516813,11.505239456892014,0.2693042165759473
Samba,0.024962397,9.754113852977753,-0.7381095743971651
Ukhrul,0.02485447,9.245650470256805,-2.8386682538807304
Baksa,0.02483861,9.3099907040596,-1.097473917201662
Rayagada,0.024770554,10.110500454902649,-0.10225210795086359
Perambalur,0.02473604,10.122974961996078,-0.10341366488271708
Gajapati,0.024534937,10.332843661308289,-0.0678469230252221
Jehanabad,0.02452134,10.290898382663727,-1.8634910801456819
Datia,0.024281142,9.894762933254242,-0.2817900570290097
Mandla,0.024237197,9.583619982004166,-0.1721885115270394
Umaria,0.023761902,9.814503788948059,0.033445537032316786
East Garo Hills,0.023704875,7.486686110496521,-171.26058107472582
Deoghar,0.02358958,11.221051961183548,0.371173991152261
Dumka,0.023573967,10.596812516450882,0.360941116744953
Jhabua,0.023179274,12.296022474765778,0.49804054314782487
Sagar,0.02286192,9.146393090486526,-0.4594695758849128
Jharsuguda,0.022204531,8.479586243629456,-1.1883432630689286
Changlang,0.022186734,8.207274228334427,-0.8285612578161332
Jamtara,0.02217805,8.580577373504639,-0.495064411181078
Kodarma,0.022163885,8.981799334287643,-0.3497359783129439
Barnala,0.021851476,8.680641651153564,-0.2718677983921116
Reasi,0.02184294,8.803705871105194,-0.18665737092226853
Mansa,0.021723151,8.70729610323906,-0.5065096527648221
Arwal,0.021565976,8.806835860013962,-3.6080280931006925
Ramgarh,0.021542132,8.517176657915115,-0.33080208283908785
Dindori,0.021430122,8.284080028533936,-0.550747308085084
Wayanad,0.021421678,8.04523229598999,-1.4314076180969484
The Dangs,0.021160664,7.947198301553726,-4.322018878103121
Anuppur,0.021072663,8.413568139076233,-0.09590194676602803
Sheohar,0.020651827,8.163707703351974,-2.674243156642206
Harda,0.020464718,7.931910455226898,-2.1989864332427422
Sheikhpura,0.020266922,8.384904265403748,-1.0308367379089258
West Kameng,0.020049514,7.0922330021858215,-2.916737803730058
Latehar,0.020049058,7.809540629386902,-0.3690316959804083
Moga,0.019747674,7.493891566991806,-0.7018980735302913
Pakur,0.019513424,7.285671681165695,-0.016911013076283066
Diu,0.019470293,7.083293795585632,-3.1633153764968656
Porbandar,0.019409517,7.017389684915543,-3.9778752654449203
Dima Hasao,0.019166168,6.891775131225586,-1.4894095092653123
Kishtwar,0.019058807,7.227029651403427,-0.4464263744993693
Narayanpur,0.018937705,7.264789938926697,-0.11444992442216018
Alirajpur,0.018729057,7.561866194009781,0.019331871351639718
Simdega,0.018329782,7.252959907054901,-0.1276870815068487
Kodagu,0.017717663,6.577099114656448,-2.5389979184220315
Aizawl,0.017694203,6.664813309907913,-0.5813895485802647
Tawang,0.017390063,6.037471070885658,-4.468764318380889
Churachandpur,0.017377095,6.598532944917679,-0.17977426388858397
Ramanagara,0.017288128,6.327644735574722,-66172103.45670152
Karaikal,0.016899493,6.288251280784607,-1.0425543487060396
Subarnapur,0.016811527,6.397870182991028,-0.5379847656715664
South Andaman,0.016154906,5.906857922673225,-1.156791127936494
East Kameng,0.016103944,5.542326718568802,-12.24331208602081
Debagarh,0.016070375,5.853860080242157,-1.6675960136544261
Kurung Kumey,0.016067045,5.5465854704380035,-7.70042009982269
Lakshadweep,0.01586937,5.74209950864315,-16.467789415746214
Sheopur,0.015867118,6.743015348911285,0.17023854348609913
Khunti,0.015845831,6.134332716464996,-0.5529662886337767
Panna,0.01554372,6.980616599321365,0.5934168984204715
Upper Siang,0.01547417,5.479437485337257,-1.4816302492656992
Faridkot,0.014743739,5.52624985575676,-0.36979669998950926
Kinnaur,0.01474143,5.221270024776459,-3.3551017966911267
Yanam,0.014734449,5.341733247041702,-11889.334659772496
Mon,0.014717761,5.311288312077522,-0.8362091252480961
Upper Subansiri,0.014691323,5.101010575890541,-4.656419968985581
Lohit,0.01404854,4.912654682993889,-2.3882356386523447
Lower Dibang Valley,0.013745058,4.782149940729141,-4.85893387444243
Chandel,0.013738682,4.959448054432869,-1.2382818793430816
Mamit,0.01368171,4.749641567468643,-5.701821187645079
Papum Pare,0.013043622,4.561128094792366,-4.951796941848486
Peren,0.012969418,4.435740038752556,-31.646794450101794
Lohardaga,0.012887842,4.81976792216301,0.09264138604450645
North & Middle Andaman,0.012874791,4.671945422887802,-0.6977841802794547
Lower Subansiri,0.012608473,4.286711663007736,-109.71660505838892
Kolasib,0.0124143,4.267308488488197,-19.147378814646547
Lawangtlai,0.0123127205,4.421782121062279,-0.9156641914728365
Purbi Singhbhum,0.0118547175,4.226662591099739,-18.85977778471964
Tamenglong,0.011563593,4.309070855379105,-10.072498867134255
Serchhip,0.011540853,3.9626415818929672,-169.12463506354828
Wokha,0.0113030765,3.8645610213279724,-27.459882415776597
Mokokchung,0.011293038,3.8840793073177338,-12.332855452162983
Longleng,0.011196682,3.8056574761867523,-253.9732150893825
Champhai,0.011161616,3.8905661553144455,-8.92625156065348
Saiha,0.01097142,3.774002566933632,-14.79964079626836
Lunglei,0.010850666,3.7662379443645477,-4.04635549779497
New Delhi,0.010782482,3.800077736377716,-9.692766625277429
Dibang Valley,0.010504464,3.578444942831993,-39.58393867176135
Phek,0.010437598,3.5788998007774353,-13.048510587077754
Tirap,0.0103347,3.5343244671821594,-24.46666302612641
Zunheboto,0.010281251,3.557290881872177,-3.396677405468246
Kohima,0.010204872,3.527020663022995,-11.662157034637175
Anjaw,0.010110552,3.45488041639328,-15.166276317669805
Kiphire,0.009978288,3.4260641783475876,-17.511013777280876
Nicobar,0.009760545,3.385675698518753,-5.907669169616216
Tuensang,0.008753011,3.0075719580054283,-11.234248956711012
Kargil,0.008600453,3.076276555657387,-3.7970879779898645
Leh (Ladakh),0.0078818565,2.7804194018244743,-3.5760703615083083
